type;isin;investmentRegion;investmentSubject;fullName;managedBy;replicationType;ticker;exchange;tickerGoogle;tickerYahoo;currency
ETF;IE00B1FZS244;Azja;Akcje - nieruchomości;ISHARES ASIA PROPERTY YIELD UCITS ;iShares;Distributing;IQQ4;FRA;FRA:IQQ4;;EUR
ETF;IE00B1FZS244;Azja;Akcje - nieruchomości;ISHARES ASIA PROPERTY YIELD UCITS ;iShares;Distributing;IASP;LON;LON:IASP;;GBX
ETF;IE00B1FZS244;Azja;Akcje - nieruchomości;ISHARES ASIA PROPERTY YIELD UCITS ;iShares;Distributing;IASP;AMS;AMS:IASP;;EUR
ETF;DE000A0KRJU0;Globalny;Metale przemysłowe;WISDOMTREE COPPER ;WisdomTree;Accumulating;OD7C;FRA;FRA:OD7C;;
ETF;IE00BK5BC891;Globalny;Akcje - tematyczne;L&G CLEAN WATER UCITS;L&G;Accumulating;XMLC;FRA;FRA:XMLC;;
ETF;IE00BK5BR626;Globalny;Akcje - dywidendy;VANGUARD FTSE ALL-WORLD HIGH DIVIDEND YIELD UCITS ;Vanguard;Accumulating;VHYA;LON;LON:VHYA;;USD
ETF;IE00BYYR0489;Arabia Saudyjska;Akcje;ISHARES MSCI SAUDI ARABIA CAPPED UCITS ;iShares;Accumulating;IUSS;FRA;FRA:IUSS;;
ETF;DE000A0H08K7;Europa;Akcje - finanse;ISHARES STOXX EUROPE 600 INSURANCE UCITS ;iShares;Distributing;SXIPEX;FRA;FRA:EXH5;;
ETF;IE00B42Q4896;USA;Akcje - finanse;INVESCO US FINANCIALS SECTOR UCITS ETF;Invesco;Accumulating;XLFS;LON;LON:XLFS;;USD
ETF;IE00BYTRRD19;Globalny (DM);Akcje - technologia;SPDR MSCI WORLD TECHNOLOGY UCITS ;State Street;Accumulating;WTCH;AMS;AMS:WTCH;;EUR
ETF;IE00B14X4T88;Azja;Akcje - dywidendy;ISHARES ASIA PACIFIC DIVIDEND UCITS ETF USD ;iShares;Distributing;IAPD;LON;LON:IAPD;;GBX
ETF;IE00B14X4T88;Azja;Akcje - dywidendy;ISHARES ASIA PACIFIC DIVIDEND UCITS ETF USD ;iShares;Distributing;IAPD;AMS;AMS:IAPD;;EUR
ETF;IE00BYVQ9F29;USA;Akcje;ISHARES NASDAQ 100 UCITS ETF;iShares;Accumulating;NQSE;FRA;FRA:NQSE;;EUR
ETF;IE00B5SG8Z57;Azja;Akcje;HSBC MSCI PACIFIC EX JAPAN UCITS ETF;HSBC;Distributing;MXJ;EPA;EPA:MXJ;;
ETF;IE00B0M63391;Korea;Akcje;ISHARES MSCI KOREA UCITS ;iShares;Distributing;IKOR;LON;LON:IKOR;;
ETF;IE00B0M63391;Korea;Akcje;ISHARES MSCI KOREA UCITS;iShares;Distributing;IKRA;AMS;AMS:IKRA;;
ETF;GB00B15KXQ89;Globalny;Metale przemysłowe;WISDOMTREE COPPER;WisdomTree;Accumulating;COPA;LON;LON:COPA;;USD
ETF;LU0838782315;Niemcy;Akcje - dywidendy;DB XTRACKERS DAX INCOME UCITS;Xtrackers;Distributing;XDDX;FRA;FRA:XDDX;;
ETF;IE00BZ56RG20;USA;Akcje - dywidendy;WISDOMTREE US QUALITY DIVIDEND GROWTH UCITS ETF;WisdomTree;Accumulating;DGRG;LON;LON:DGRG;;GBX
ETF;FR0010411884;Francja;Akcje - short - lev;LYXOR CAC 40 DAILY (2X) INVERSE UCITS ETF ;Lyxor;Accumulating;BX4;EPA;EPA:BX4;;EUR
ETF;IE00BKLF1R75;Globalny;Akcje - technologia;WISDOMTREE BATTERY SOLUTIONS UCITS ETF - ACC;WIsdomTree;Accumulating;W1TA;FRA;FRA:W1TA;;EUR
ETF;IE00BKLF1R75;Globalny;Akcje - technologia;WISDOMTREE BATTERY SOLUTIONS UCITS ETF - ACC;WIsdomTree;Accumulating;VOLT;LON;LON:VOLT;;USD
ETF;IE00BKLF1R75;Globalny;Akcje - technologia;WISDOMTREE BATTERY SOLUTIONS UCITS ETF - ACC;WIsdomTree;Accumulating;CHRG;LON;LON:CHRG;;GBX
ETF;FR0010251744;Hiszpania;Akcje;LYXOR IBEX 35 (DR) UCITS ETF;Lyxor;Distributing;LYXIB;BME;BME:LYXIB;;EUR
ETF;GB00B15KYH63;Globalny;Surowce rolne;WISDOMTREE AGRICULTURE ETF;WisdomTree;Accumulating;AIGA;LON;LON:AIGA;;USD
ETF;IE00B0M63623;Tajwan;Akcje;ISHARES MSCI TAIWAN UCITS ETF USD ;iShares;Distributing;ITWN;AMS;AMS:ITWN;;
ETF;IE00B469F816;Globalny (EM);Akcje;SPDR MSCI EMERGING MARKETS UCITS ;SPDR;Accumulating;EMRD;LON;LON:EMRD;;
ETF;IE00B469F816;Globalny (EM);Akcje;SPDR MSCI EMERGING MARKETS UCITS ;SPDR;Accumulating;EMRG;EPA;EPA:EMRG;;
ETF;LU0292106241;Niemcy;Akcje - short;DB XTRACKERS SHORTDAX DAILY UCITS;Xtrackers;Accumulating;XSDX;FRA;FRA:DXSN;;
ETF;IE00B02KXL92;Europa;Akcje - średnie spółki;ISHARES EURO STOXX MID UCITS;iShares;Distributing;IQQM;FRA;FRA:IQQM;;
ETF;IE00BGDQ0L74;Europa;Akcje - nieruchomości;ISHARES EUROPEAN PROPERTY YIELD UCITS ETF EUR ;iShares;Accumulating;IPRE;FRA;FRA:IPRE;;EUR
ETF;LU0322253229;Globalny;Akcje - tematyczne;DB XTRACKERS S&P GLOBAL INFRASTRURE UCITS ;Xtrackers;Accumulating;XSGI;FRA;FRA:DX2E;;
ETF;IE00BK5BR733;Globalny (EM);Akcje;VANGUARD FTSE EMERGING MARKETS UCITS ETF USD ;Vanguard;Accumulating;VFEA;FRA;FRA:VFEA;;EUR
ETF;IE00BK5BR733;Globalny (EM);Akcje;VANGUARD FTSE EMERGING MARKETS UCITS ETF USD ;Vanguard;Accumulating;VFEA;LON;LON:VFEA;;USD
ETF;IE00BSPLC413;USA;Akcje - małe spółki;SPDR MSCI USA SMALL CAP VALUE WEIGHTED UCITS ETF;SPDR;Accumulating;ZPRV;FRA;FRA:ZPRV;;EUR
ETF;FR0011119171;USA;Akcje - factor;LYXOR RUSSELL 1000 GROWTH UCITS ;Lyxor;Accumulating;RUSG;LON;LON:RUSG;;USD
ETF;IE00BJGWQN72;USA;Akcje - technologia;WISDOMTREE CLOUD COMPUTING UCITS ;WisdomTree;Accumulating;WTEJ;FRA;FRA:WTEJ;;EUR
ETF;IE00BJGWQN72;USA;Akcje - technologia;WISDOMTREE CLOUD COMPUTING UCITS ;WisdomTree;Accumulating;WCLD;LON;LON:WCLD;;USD
ETF;IE00B8KGV557;Globalny (EM);Akcje - factor;ISHARES EDGE MSCI EM MINIMUM VOLATILITY UCITS;iShares;Accumulating;EUNZ;FRA;FRA:EUNZ;;EUR
ETF;IE00B8KGV557;Globalny (EM);Akcje - factor;ISHARES EDGE MSCI EM MINIMUM VOLATILITY UCITS ;iShares;Accumulating;EMMV;LON;LON:EMMV;;USD
ETF;IE00BKWQ0G16;Europa;Akcje - finanse;SPDR MSCI EUROPE FINANCIALS UCITS ETF ;SPDR;Accumulating;STZ;EPA;EPA:STZ;;
ETF;IE00BKWQ0G16;Europa;Akcje - finanse;SPDR MSCI EUROPE FINANCIALS UCITS ETF ;SPDR;Accumulating;SPYZ;FRA;FRA:SPYZ;;
ETF;IE00B0M63516;Brazylia;Akcje;ISHARES MSCI BRAZIL UCITS ETF;iShares;Distributing;IBZL;AMS;AMS:IBZL;;EUR
ETF;LU0322252924;Wietnam;Akcje;FTSE VIETNAM SWAP UCITS ;FTSE;Accumulating;XFVT;FRA;FRA:DXS7;;
ETF;IE00BDVPNG13;Globalny;Akcje - technologia;WISDOMTREE ARTIFICIAL INTELLIGENCE UCITS ETF ACC;WIsdomTree;Accumulating;WTI2;FRA;FRA:WTI2;;EUR
ETF;IE00BDVPNG13;Globalny;Akcje - technologia;WISDOMTREE ARTIFICIAL INTELLIGENCE UCITS ETF ACC;WIsdomTree;Accumulating;WTAI;LON;LON:WTAI;;USD
ETF;IE00B4MCHD36;USA;Akcje - tematyczne;ISHARESS&P500 CONS DISCR SECTOR UCITS ETF USD;iShares;Accumulating;IUCD;LON;LON:IUCD;;USD
ETF;IE00BZ56SW52;Globalny;Akcje - dywidendy;WISDOMTREE GLOBAL QUALITY DIVIDEND GROWTH UCITS ;WisdomTree;Accumulating;WTEM;FRA;FRA:WTEM;;
ETF;IE00BZ56SW52;Globalny;Akcje - dywidendy;WISDOMTREE GLOBAL QUALITY DIVIDEND GROWTH UCITS ;WisdomTree;Accumulating;GGRG;LON;LON:GGRG;;
ETF;LU0322250712;Globalny;Akcje - tematyczne;DB XTRACKERS LPX PRIVATE EQUITY SWAP UCITS ;Xtrackers;Accumulating;XLPE;FRA;FRA:DX2D;;
ETF;IE00BYXVGY31;USA;Akcje - dywidendy;FIDELITY US QUALITY INCOME UCITS;Fidelity;Accumulating;FUSA;FRA;FRA:FUSA;;EUR
ETF;IE00BYXVGY31;USA;Akcje - dywidendy;FIDELITY US QUALITY INCOME UCITS ;Fidelity;Accumulating;FUSA;LON;LON:FUSA;;USD
ETF;IE00BCLWRG39;Japonia;Akcje;ISHARES MSCI JAPAN USD HEDGED UCITS ETF ;iShares;Accumulating;IJPD;LON;LON:IJPD;;USD
ETF;IE00BFM6T921;Globalny (DM);Akcje - nieruchomości;ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ETF - ACC;iShares;Accumulating;DPYA;LON;LON:DPYA;;USD
ETF;IE00BFF5RX68;USA;Akcje - factor;ISHARES EDGE MSCI USA VALUE FACTOR UCITS ;iShares;Distributing;IUVD;LON;LON:IUVD;;USD
ETF;IE00BYXVGZ48;Globalny (DM);Akcje - dywidendy;FIDELITY GLOBAL QUALITY INCOME UCITS ETF INCOME SHARES;Fidelity;Distributing;FGEQ;FRA;FRA:FGEQ;;
ETF;IE00B3F81G20;Globalny (EM);Akcje - małe spółki;ISHARES MSCI EM SMALL CAP UCITS ;iShares;Distributing;EUNI;FRA;FRA:EUNI;;EUR
ETF;DE000A0H08S0;Europa;Akcje - tematyczne;ISHARES STOXX EUROPE 600 TRAVEL & LEISURE UCITS;iShares;Distributing;SXTPEX;FRA;FRA:EXV9;;
ETF;DE000A0H08H3;Europa;Akcje - tematyczne;ISHARES STOXX EUROPE 600 FOOD UCITS ;iShares;Distributing;SX3PEX;FRA;FRA:EXH3;;EUR
ETF;DE000A27Z304;Globalny;Kryptowaluty;BTCETC - BITCOIN EXCHANGE TRADED CRYPTO;HanETF;Accumulating;BTCE;FRA;FRA:BTCE;;
ETF;DE000A0H0744;Azja;Akcje - dywidendy;ISHARES DOW JONES ASIA PACIFIC SELECT DIVIDEND 30 UCITS ETF;iShares;Distributing;APSDEX;FRA;FRA:EXXW;;EUR
ETF;JE00B78CGV99;Globalny;Surowce energetyczne;WISDOMTREE BRENT CRUDE OIL ;WisdomTree;Accumulating;BRNT;LON;LON:BRNT;;
ETF;DE000A1N49P6;Globalny;Surowce energetyczne;WISDOMTREE BRENT CRUDE ;WisdomTree;Accumulating;OOEA;FRA;FRA:OOEA;;
ETF;LU1838002480;Globalny;Akcje - technologia;LYXOR ROBOTICS & AI UCITS ;Lyxor;Accumulating;ROAI;FRA;FRA:ROAI;;EUR
ETF;IE00B910VR50;Europa;Akcje;SPDR MSCI EMU UCITS ETF ;SPDR;Accumulating;ZPRE;FRA;FRA:ZPRE;;EUR
ETF;IE00BK5BCH80;Globalny;Akcje - tematyczne;L&G CLEAN ENERGY UCITS;L&G;Accumulating;RENW;FRA;FRA:RENW;;
ETF;IE00BF0M6N54;Globalny;Akcje - tematyczne;L&G ECOMMERCE LOGISTICS UCITS ;L&G;Accumulating;ECOM;AMS;AMS:ECOM;;
ETF;IE00BF0M6N54;Globalny;Akcje - tematyczne;L&G ECOMMERCE LOGISTICS UCITS ;L&G;Accumulating;ECOM;LON;LON:ECOM;;
ETF;FR0012739431;Europa;Akcje;BNP PARIBAS EASY EURO STOXX 50 UCITS ETF EUR C ;BNP Paribas;Accumulating;ETDD;EPA;EPA:ETDD;;
ETF;IE00BFD2H405;Globalny;Akcje - technologia;FIRST TRUST CLOUD COMPUTING UCITS ETF;First Trust;Accumulating;FSKY;LON;LON:FSKY;;GBX
ETF;IE00BK5BCD43;Globalny;Akcje - technologia;L&G ARTIFICIAL INTELLIGENCE UCITS;L&G;Accumulating;XMLD;FRA;FRA:XMLD;;
ETF;DE000A0KRJX4;Globalny;Surowce energetyczne;WISDOMTREE WTI CRUDE OIL ;WisdomTree;Accumulating;OD7F;FRA;FRA:OD7F;;
ETF;IE00BFMXYX26;Japonia;Akcje;VANGUARD FTSE JAPAN UCITS ETF;Vanguard;Accumulating;VJPA;FRA;FRA:VJPA;;EUR
ETF;IE00B3Q19T94;Europa;Akcje - finanse;SOURCE EURO STOXX OPTIMISED BANKS UCITS ;Invesco;Accumulating;S7XE;FRA;FRA:S7XE;;
ETF;IE00BFYN8Y92;Globalny (EM);Akcje - technologia;HANETF EMQQ EMERGING MARKETS INTERNET & ECOMMERCE UCITS ETF;HanETF;Accumulating;EMQQ;FRA;FRA:EMQQ;;
ETF;IE00BFYN8Y92;Globalny (EM);Akcje - technologia;HANETF EMQQ EMERGING MARKETS INTERNET & ECOMMERCE UCITS ETF;HanETF;Accumulating;EMQQ;LON;LON:EMQQ;;
ETF;IE00BLRPQH31;Globalny;Akcje - tematyczne;RIZE SUSTAINABLE FUTURE OF FOOD UCITS;RIZE;Accumulating;RIZF;FRA;FRA:RIZF;;
ETF;IE00BLRPQH31;Globalny;Akcje - tematyczne;RIZE SUSTAINABLE FUTURE OF FOOD UCITS;RIZE;Accumulating;FOOD;LON;LON:FOOD;;
ETF;NL0009690239;Globalny;Akcje - nieruchomości;VANECK VECTOR GLOBAL REAL ESTATE UCITS ETF;VanEck;Distributing;TRET;AMS;AMS:TRET;;
ETF;IE00B2QWDY88;Japonia;Akcje - małe spółki;ISHARES MSCI JAPAN SMALL CAP UCITS ETF;iShares;Distributing;IDJP;LON;LON:IDJP;;
ETF;DE000A0KRJ44;Globalny;Metale przemysłowe;WISDOMTREE NICKEL ;WisdomTree;Accumulating;OD7M;FRA;FRA:OD7M;;
ETF;IE00BGDPWV87;Azja;Akcje - nieruchomości;ISHARES ASIA PROPERTY YIELD UCITS ;iShares;Accumulating;AYEP;FRA;FRA:AYEP;;EUR
ETF;IE00B8GF1M35;Globalny;Akcje - nieruchomości;SPDR DOW JONES GLOBAL REAL ESTATE UCITS;SPDR;Distributing;GLRE;LON;LON:GLRE;;USD
ETF;IE00B8GF1M35;Globalny;Akcje - nieruchomości;SPDR DOW JONES GLOBAL REAL ESTATE UCITS;SPDR;Distributing;SPYJ;FRA;FRA:SPYJ;;EUR
ETF;IE00BHZRQZ17;Indie;Akcje;FRANKLIN FTSE INDIA UCITS ETF;Franklin;Accumulating;FLXI;FRA;FRA:FLXI;;
ETF;LU1437018838;Globalny;Akcje - nieruchomości;AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF;Amundi;Accumulating;EPRA;EPA;EPA:EPRA;;
ETF;LU0322251520;USA;Akcje - short;DB XTRACKERS S&P 500 INVERSE DAILY UCITS ;Xtrackers;Accumulating;DXS3;FRA;FRA:DXS3;;
ETF;DE000A0Q4R02;Europa;Akcje - tematyczne;ISHARES STOXX EUROPE 600 UTILITIES UCITS ETF ;iShares;Distributing;SX6PEX;#ARG!;SX6PEX;;
ETF;IE00BMFKG444;USA;Akcje;XTRACKERS NASDAQ 100 UCITS ETF;Xtrackers;Accumulating;XNAS;FRA;FRA:XNAS;;
ETF;IE00B27YCF74;Globalny;Akcje - tematyczne;ISHARES GLOBAL TIMBER & FORESTRY UCITS;iShares;Distributing;WOOD;LON;LON:WOOD;;
ETF;IE00BFYTYS33;Globalny (DM);Akcje - factor;ISHARES EDGE MSCI WORLD VALUE FACTOR UCITS ;iShares;Distributing;IWVU;LON;LON:IWVU;;USD
ETF;DE000A0H08J9;Europa;Akcje - przemysł;ISHARES STOXX EUROPE 600 INDUSTRIAL GOODS & SERVICES UCITS;iShares;Distributing;SXNPEX;FRA;FRA:EXH4;;EUR
ETF;DE000A0H08Q4;Europa;Akcje - technologia;ISHARES STOXX EUROPE 600 TECHNOLOGY UCITS ;iShares;Distributing;SX8PEX;FRA;FRA:EXV3;;EUR
ETF;IE00B4LN9N13;USA;Akcje - tematyczne;ISHARES S&P 500 INDUSTRIALS SECTOR UCITS ETF;iShares;Accumulating;2B7C;FRA;FRA:2B7C;;
ETF;IE00B27YCK28;Ameryka Płd.;Akcje;ISHARES MSCI EM LATAM UCITS ;iShares;Distributing;IUSC;FRA;FRA:IUSC;;EUR
ETF;IE00B27YCK28;Ameryka Płd.;Akcje;ISHARES MSCI EM LATAM UCITS ;iShares;Distributing;LTAM;AMS;AMS:LTAM;;EUR
ETF;LU0411075020;Niemcy;Akcje - short - lev;XTRACKERS SHORTDAX X2 DAILY SWAP UCITS ETF 1C ;Xtrackers;Accumulating;DBPD;FRA;FRA:DBPD;;
ETF;LU1900067940;Hong Kong;Akcje;LYXOR HONG KONG UCITS ETF;Lyxor;Distributing;HSI;EPA;EPA:HSI;;
ETF;LU1781541849;Azja;Akcje;LYXOR MSCI EM ASIA UCITS ETF - ACC;Lyxor;Accumulating;LCUA;FRA;FRA:LCUA;;
ETF;LU0530119774;Europa;Obligacje skarbowe - short;COMSTAGE COMMERZ BUNDFUTURE SHORT UCITS ;Comstage;Distributing;5X62;FRA;FRA:5X62;;
ETF;IE00BFWFPX50;USA;Akcje - tematyczne;SPDR S&P U.S. COMMUNICATION SERVICES SELECT SECTOR UCITS;State Street;Accumulating;ZPDK;FRA;FRA:ZPDK;;EUR
ETF;DE000A0Q4R28;Europa;Akcje - tematyczne;ISHARES STOXX EUROPE 600 AUTOMOBILES & PARTS UCITS;iShares;Distributing;SXAPEX;FRA;FRA:EXV5;;EUR
ETF;LU0322250985;Francja;Akcje;DB XTRACKERS CAC 40 UCITS ;Xtrackers;Distributing;XCAC;FRA;FRA:DX2G;;EUR
ETF;IE00BK5BQZ41;Azja;Akcje;VANGUARD FTSE DEVELOPED ASIA PACIFIC EXJAPAN UCITS ETF;Vanguard;Accumulating;VAPU;LON;LON:VAPU;;USD
ETF;LU1812092168;Europa;Akcje - dywidendy;LYXOR UCITS ETF STOXX EUROPE SELECT DIVIDEND 30;Lyxor;Distributing;SEL;EPA;EPA:SEL;;EUR
ETF;IE00BM67HQ30;Globalny (DM);Akcje - tematyczne;XTRACKERS MSCI WORLD UTILITIES UCITS ETF;Xtrackers;Accumulating;XDWU;FRA;FRA:XDWU;;
ETF;GB00B15KY211;Globalny;Metale przemysłowe;WISDOMTREE NICKEL ;WisdomTree;Accumulating;NICK;LON;LON:NICK;;USD
ETF;IE00BYYXBF44;Globalny (EM);Akcje - dywidendy;INVESCO FTSE EM HIGH DIVIDEND LOW VOLATILITY UCITS ETF;Invesco;Distributing;EHDL;FRA;FRA:EHDL;;
ETF;LU2023678282;Globalny;Akcje - technologia;LYXOR MSCI DISRUPTIVE TECHNOLOGY ESG FILTERED UCITS ETF - ACC;Lyxor;Accumulating;UNIC;LON;LON:UNIC;;
ETF;LU2023678282;Globalny;Akcje - technologia;LYXOR MSCI DISRUPTIVE TECHNOLOGY ESG FILTERED UCITS ETF - ACC;Lyxor;Accumulating;DRUP;FRA;FRA:DRUP;;
ETF;IE00BYZ28W67;Wielka Brytania;Akcje;ISHARES CORE FTSE 100 UCITS ETF;iShares;Accumulating;ISFD;LON;LON:ISFD;;USD
ETF;IE00BSPLC298;Europa;Akcje - małe spółki;SPDR MSCI EUROPE SMALL CAP VALUE WEIGHTED UCITS ETF;SPDR;Accumulating;ZPRX;FRA;FRA:ZPRX;;EUR
ETF;LU1681044720;Szwajcaria;Akcje;AMUNDI MSCI SWITZERLAND UCITS ETF;Amundi;Accumulating;CSW;EPA;EPA:CSW;;EUR
ETF;IE00B27YCP72;Kraje Arabskie;Akcje;ISHARES MSCI EM ISLAMIC UCITS ETF USD ;iShares;Distributing;ISDE;LON;LON:ISDE;;
ETF;FR0010869578;Niemcy;Obligacje skarbowe - short - lev;LYXOR UCITS ETF DAILY DOUBLE SHORT BUND;Lyxor;Accumulating;DSB;EPA;EPA:DSB;;EUR
ETF;IE00BG0SKF03;Globalny (EM);Akcje - factor;ISHARES EDGE MSCI EM VALUE FACTOR UCITS ETF;iShares;Accumulating;5MVL;FRA;FRA:5MVL;;EUR
ETF;DE000A0H08R2;Europa;Akcje - tematyczne;ISHARES STOXX EUROPE 600 TELECOM UCITS ;iShares;Distributing;SXKPEX;FRA;FRA:EXV2;;
ETF;IE00B4MKCJ84;USA;Akcje - tematyczne;ISHARES S&P 500 MATERIALS SECTOR UCITS ETF;iShares;Accumulating;2B7B;FRA;FRA:2B7B;;EUR
ETF;IE00B9KNR336;Azja;Akcje - dywidendy;SPDR S&P PAN ASIA DIVIDEND ARISTOCRATS UCITS ;SPDR;Distributing;ASDV;LON;LON:ASDV;;USD
ETF;IE00B1XNH568;Włochy;Akcje;ISHARES FTSE MIB UCITS;iShares;Distributing;IMIB;LON;LON:IMIB;;
ETF;IE00B6S2Z822;Wielka Brytania;Akcje - dywidendy;SPDR S&P UK DIVIDEND ARISTOCRATS UCITS ETF;SPDR;Distributing;SPYG;FRA;FRA:SPYG;;
ETF;IE00BYX8XD24;USA;Akcje - factor;ISHARES EDGE S&P 500 MIN VOL UCITS ETF EUR HDG;iShares;Accumulating;IS31;FRA;FRA:IS31;;
ETF;IE00B1FZS574;Turcja;Akcje;ISHARES MSCI TURKEY UCITS ;iShares;Distributing;IQQ5;FRA;FRA:IQQ5;;
ETF;IE00B1FZS574;Turcja;Akcje;ISHARES MSCI TURKEY UCITS ;iShares;Distributing;ITKY;AMS;AMS:ITKY;;
ETF;LU0476289466;Meksyk;Akcje;DB XTRACKERS MSCI MEXICO UCITS;Xtrackers;Accumulating;D5BI;FRA;FRA:D5BI;;
ETF;IE00BKWQ0M75;Europa;Akcje - małe spółki;SPDR MSCI EUR SMALL UCITS ETF C ;SPDR;Accumulating;SMC;EPA;EPA:SMC;;EUR
ETF;IE00BSPLC520;USA;Akcje - factor;SPDR MSCI USA VALUE UCITS ETF;State Street;Accumulating;USVL;LON;LON:USVL;;USD
ETF;IE00BFWMQ331;Arabia Saudyjska;Akcje;INVESCO MSCI SAUDI ARABIA UCITS ETF;Invesco;Accumulating;MSAU;LON;LON:MSAU;;
ETF;GB00B15KY765;Globalny;Surowce rolne;WISDOMTREE WHEAT;WisdomTree;Accumulating;OD7S;FRA;FRA:OD7S;;
ETF;LU0832436512;Globalny (DM);Akcje - dywidendy;LYXOR SG GLOBAL QUALITY INCOME NTR UCITS ETF - DIST;Lyxor;Distributing;SGQI;EPA;EPA:SGQI;;
ETF;IE00B53L4X51;Włochy;Akcje;ISHARES FTSE MIB UCITS ETF EUR ;iShares;Accumulating;SXRY;FRA;FRA:SXRY;;
ETF;LU0292106753;Europa;Akcje - short;XTRACKERS EURO STOXX 50 SHORT DAILY SWAP UCITS ETF 1C ;Xtrackers;Accumulating;DBX1SS;FRA;FRA:DXSP;;
ETF;DE000A0KRJ93;Globalny;Surowce rolne;WISDOMTREE WHEAT;WisdomTree;Accumulating;OD7S;FRA;FRA:OD7S;;
ETF;JE00BDD9Q840;Globalny;Surowce energetyczne - lev;WISDOMTREE WTI CRUDE OIL 2X DAILY LEVERAGED;WisdomTree;Accumulating;LOIL;LON;LON:LOIL;;
ETF;JE00BDD9Q840;Globalny;Surowce energetyczne - lev;WISDOMTREE WTI CRUDE OIL 2X DAILY LEVERAGED;WisdomTree;Accumulating;4RT6;FRA;FRA:4RT6;;
ETF;IE00BK5BC677;Globalny;Akcje - ochrona zdrowia;L&G HEALTHCARE BREAKTHROUGH UCITS;L&G;Accumulating;XMLH;FRA;FRA:XMLH;;
ETF;IE00BMDH1538;Globalny;Akcje - tematyczne;VANECK HYDROGEN ECONOMY UCITS ETF;VanEck;Accumulating;HDR0;FRA;FRA:HDR0;;
ETF;IE00BMDH1538;Globalny;Akcje - tematyczne;VANECK HYDROGEN ECONOMY UCITS ETF;VanEck;Accumulating;HDRO;LON;LON:HDRO;;
ETF;DE000A2BDEB6;Globalny;Surowce energetyczne - lev;WISDOMTREE 2X DAILY LONG WTI CRUDE OIL ;WisdomTree;Accumulating;4RT6;FRA;FRA:4RT6;;
ETF;IE00BM67HP23;Globalny (DM);Akcje - tematyczne;DB XTRACKERS MSCI WORLD CONSUMER DISCRETIONARY UCITS;Xtrackers;Accumulating;XDWC;FRA;FRA:XDWC;;
ETF;LU0292109856;Chiny;Akcje;XTRACKERS FTSE CHINA 50 UCITS ETF;Xtrackers;Accumulating;XX2D;FRA;FRA:DBX9;;
ETF;IE00BFG1RG61;Globalny (DM);Akcje - factor;INVESCO GOLDMAN SACHS EQUITY FACTOR INDEX WORLD UCITS ETF;Invesco;Accumulating;SMLW;FRA;FRA:SMLW;;
ETF;IE00BFG1RG61;Globalny (DM);Akcje - factor;INVESCO GOLDMAN SACHS EQUITY FACTOR INDEX WORLD UCITS ETF;Invesco;Accumulating;EFIW;LON;LON:EFIW;;
ETF;GB00BJYDH287;Globalny;Kryptowaluty;WISDOMTREE BITCOIN;WisdomTree;Accumulating;WBIT;FRA;FRA:WBIT;;
ETF;IE00BDDRF478;USA;Akcje - tematyczne;ISHARES S&P 500 COMMUNICATION SECTOR;iShares;Accumulating;IU5C;FRA;FRA:IU5C;;EUR
ETF;IE00BDDRF478;USA;Akcje - tematyczne;ISHARES S&P 500 COMMUNICATION SECTOR USD ;iShares;Accumulating;IUCM;LON;LON:IUCM;;USD
ETF;IE00B52XQP83;RPA;Akcje;ISHARES MSCI SOUTH AFRICA UCITS ;iShares;Accumulating;IRSA;LON;LON:IRSA;;
ETF;IE00B52XQP83;RPA;Akcje;ISHARES MSCI SOUTH AFRICA UCITS ;iShares;Accumulating;IBC4;FRA;FRA:IBC4;;
ETF;FR0010405431;Grecja;Akcje;LYXOR MSCI GREECE UCITS ;Lyxor;Distributing;LYXGRE;FRA;FRA:LYMH;;EUR
ETF;FR0010405431;Grecja;Akcje;LYXOR MSCI GREECE UCITS ;Lyxor;Distributing;GRE;EPA;EPA:GRE;;EUR
ETF;IE00BYXPXL17;Globalny (DM);Akcje - factor;ISHARESE MSCI WLD MINVOLATILITY UCITS ETF EURH ;iShares;Accumulating;SXR0;FRA;FRA:SXR0;;EUR
ETF;IE00B46G8275;Indonezja;Akcje;HSBC MSCI INDONESIA UCITS ;HSBC;Distributing;HIDD;LON;LON:HIDD;;
ETF;IE00BM67HR47;Globalny (DM);Akcje - technologia;DB XTRACKERS MSCI WORLD TELECOM UCITS ;Xtrackers;Accumulating;XWTS;LON;LON:XWTS;;
ETF;IE00BM67HR47;Globalny (DM);Akcje - technologia;DB XTRACKERS MSCI WORLD TELECOM UCITS ;Xtrackers;Accumulating;XWTS;FRA;FRA:XWTS;;
ETF;LU1681043086;Indie;Akcje;AMUNDI ETF MSCI INDIA UCITS;Amundi;Accumulating;CI2;EPA;EPA:CI2;;EUR
ETF;DE000A0H08N1;Europa;Akcje - tematyczne;ISHARES STOXX EUROPE 600 PERSONAL & HOUSEHOLD GOODS UCITS ;iShares;Distributing;SXQPEX;FRA;FRA:EXH7;;EUR
ETF;DE000A0D8Q23;Austria;Akcje;ISHARES ATX UCITS ETF ;iShares;Distributing;EXXX;FRA;FRA:EXXX;;
ETF;LU0832435464;USA;Zmienność S&P500;LYXOR S&P 500 VIX FUTURES ENHANCED ROLL UCITS ;Lyxor;Accumulating;LVO;AMS;AMS:LVO;;EUR
